,A1,A10,A6,E1,E19P,E19S,E19V,E20P,E20S,E20T,RES,S19,S1M,S1S,S20,S9M,STBY
2020-01-01 05:00:00,1.6194,16.9672,9.0353,0.6752,261.4018,196.4867,35.2112,942.2096,485.4927,3324.8359,0.6752,182.353,182.353,182.353,182.353,182.353,182.353
2020-01-01 05:30:00,1.6314,17.5311,9.2587,0.6949,263.7445,199.5157,36.0302,947.2486,490.6336,3270.7828,0.6949,201.5661,201.5661,201.5661,201.5661,201.5661,201.5661
2020-01-01 06:00:00,1.6808,18.1858,9.6006,0.7066,269.3698,205.3624,37.2152,959.3141,501.9966,3276.5415,0.7066,182.3701,182.3701,182.3701,182.3701,182.3701,182.3701
2020-01-01 06:30:00,1.6884,18.5799,9.6377,0.7151,266.9074,208.1029,37.783,965.4461,507.6404,3299.8356,0.7151,200.8115,200.8115,200.8115,200.8115,200.8115,200.8115
2020-01-01 07:00:00,1.6876,18.9021,9.4969,0.7369,266.3108,209.0547,37.9229,963.1696,509.7069,3258.9719,0.7369,175.3508,175.3508,175.3508,175.3508,175.3508,175.3508
2020-01-01 07:30:00,1.6281,18.5535,8.6886,0.7561,264.6134,205.7892,37.4988,951.0278,509.9289,3182.5244,0.7561,196.3335,196.3335,196.3335,196.3335,196.3335,196.3335
2020-01-01 08:00:00,1.6184,18.3147,7.1399,0.7776,257.3391,204.9535,37.5304,940.4336,512.0146,3151.3754,0.7776,174.0417,174.0417,174.0417,174.0417,174.0417,174.0417
2020-01-01 08:30:00,1.6031,18.2092,5.6473,0.7767,246.9569,201.939,37.7142,923.5289,509.2828,3125.1653,0.7767,193.6906,193.6906,193.6906,193.6906,193.6906,193.6906
2020-01-01 09:00:00,1.609,18.6236,4.8443,0.7787,236.9878,200.2707,38.1539,911.5903,509.6069,3107.6943,0.7787,178.5041,178.5041,178.5041,178.5041,178.5041,178.5041
2020-01-01 09:30:00,1.6133,18.7854,4.3854,0.7821,234.6027,198.8626,38.5399,899.4608,512.9399,3081.4453,0.7821,190.5376,190.5376,190.5376,190.5376,190.5376,190.5376
2020-01-01 10:00:00,1.6542,19.1889,3.8902,0.7813,233.1601,200.3966,38.5835,902.2017,514.5031,3065.0941,0.7813,165.5863,165.5863,165.5863,165.5863,165.5863,165.5863
2020-01-01 10:30:00,1.6625,19.31,3.6267,0.7857,235.4993,201.2246,38.6641,907.7638,517.0476,3074.6789,0.7857,197.9015,197.9015,197.9015,197.9015,197.9015,197.9015
2020-01-01 11:00:00,1.6701,19.4242,4.071,0.8133,233.9224,202.822,38.7001,906.4734,518.9557,3067.6511,0.8133,189.8063,189.8063,189.8063,189.8063,189.8063,189.8063
2020-01-01 11:30:00,1.6801,19.5848,3.7292,0.8106,235.6814,203.0343,38.6259,913.8516,517.902,3060.1749,0.8106,178.518,178.518,178.518,178.518,178.518,178.518
2020-01-01 12:00:00,1.6848,19.7496,3.6567,0.783,234.4652,202.9708,38.7417,913.7392,518.0054,3071.1166,0.783,167.49,167.49,167.49,167.49,167.49,167.49
2020-01-01 12:30:00,1.6694,19.8418,4.1299,0.7736,237.1919,205.3016,38.6864,922.9553,521.0971,3060.7356,0.7736,196.5712,196.5712,196.5712,196.5712,196.5712,196.5712
2020-01-01 13:00:00,1.6616,19.8596,3.761,0.7516,236.0421,205.2819,38.7404,926.8812,524.3825,3061.2247,0.7516,178.8312,178.8312,178.8312,178.8312,178.8312,178.8312
2020-01-01 13:30:00,1.666,19.9019,3.6087,0.7435,238.4939,206.8683,38.542,933.6979,526.6135,3074.3374,0.7435,159.3013,159.3013,159.3013,159.3013,159.3013,159.3013
2020-01-01 14:00:00,1.6867,19.6932,4.5049,0.7666,245.1247,209.2859,38.624,946.9828,528.1167,3094.1011,0.7666,171.7763,171.7763,171.7763,171.7763,171.7763,171.7763
2020-01-01 14:30:00,1.6805,19.7885,5.1521,0.7782,247.4173,212.2624,38.7465,957.5839,529.355,3068.9644,0.7782,183.2721,183.2721,183.2721,183.2721,183.2721,183.2721
2020-01-01 15:00:00,1.6857,19.7193,5.2934,0.8035,255.4127,213.8241,38.7345,974.1298,528.7359,3065.6056,0.8035,163.5286,163.5286,163.5286,163.5286,163.5286,163.5286
2020-01-01 15:30:00,1.7,19.8246,5.7187,0.837,260.9321,215.2725,38.8228,984.0885,530.2577,3108.7469,0.837,169.5066,169.5066,169.5066,169.5066,169.5066,169.5066
2020-01-01 16:00:00,1.7331,19.8516,7.2575,0.8694,269.536,217.3675,39.0761,995.9224,529.9884,3169.1812,0.8694,154.1538,154.1538,154.1538,154.1538,154.1538,154.1538
2020-01-01 16:30:00,1.7697,20.2457,8.0908,0.9609,277.6254,220.6966,39.8792,1001.5012,527.3611,3213.9627,0.9609,178.1554,178.1554,178.1554,178.1554,178.1554,178.1554
2020-01-01 17:00:00,1.8926,20.6655,8.2913,1.0463,284.1735,223.6627,41.2452,1010.8535,525.639,3290.1629,1.0463,211.1824,211.1824,211.1824,211.1824,211.1824,211.1824
2020-01-01 17:30:00,1.888,20.5033,8.6666,1.1074,284.5724,222.9397,41.2612,1009.5193,523.2862,3294.771,1.1074,204.823,204.823,204.823,204.823,204.823,204.823
2020-01-01 18:00:00,1.8581,19.8539,8.5725,1.1352,282.9175,217.6628,40.4553,1000.8604,508.8847,3271.4459,1.1352,196.5442,196.5442,196.5442,196.5442,196.5442,196.5442
2020-01-01 18:30:00,1.8531,19.4592,8.3827,1.1378,282.4602,216.6438,40.1056,998.7794,504.4959,3287.3209,1.1378,207.4564,207.4564,207.4564,207.4564,207.4564,207.4564
2020-01-01 19:00:00,1.8244,19.0722,8.5372,1.0972,280.3265,215.4343,39.761,998.1394,501.5084,3298.8895,1.0972,201.314,201.314,201.314,201.314,201.314,201.314
2020-01-01 19:30:00,1.8094,18.7462,9.275,1.0588,277.8787,214.1798,39.1496,996.0935,499.5683,3301.9139,1.0588,205.3808,205.3808,205.3808,205.3808,205.3808,205.3808
2020-01-01 20:00:00,1.7749,18.3901,9.0916,1.0433,274.9167,210.9818,38.8313,996.6073,499.3997,3297.6611,1.0433,202.4998,202.4998,202.4998,202.4998,202.4998,202.4998
2020-01-01 20:30:00,1.7476,18.1752,8.9019,1.0288,274.3563,209.0569,38.3002,996.1827,497.8826,3291.3147,1.0288,201.0705,201.0705,201.0705,201.0705,201.0705,201.0705
2020-01-01 21:00:00,1.7017,17.5969,8.8368,0.9848,271.228,206.7622,37.608,994.6174,494.9584,3285.2166,0.9848,225.0914,225.0914,225.0914,225.0914,225.0914,225.0914
2020-01-01 21:30:00,1.6546,17.0853,9.0696,0.946,269.2317,205.0842,37.2131,998.4613,491.7268,3283.7327,0.946,181.0981,181.0981,181.0981,181.0981,181.0981,181.0981
2020-01-01 22:00:00,1.6216,16.4417,8.8846,0.8904,263.7262,202.0863,36.4595,993.732,493.3047,3309.4171,0.8904,208.0752,208.0752,208.0752,208.0752,208.0752,208.0752
2020-01-01 22:30:00,1.5874,16.1954,8.7587,0.8504,259.8935,199.4727,35.6149,985.0796,493.0318,3304.0821,0.8504,212.4668,212.4668,212.4668,212.4668,212.4668,212.4668
2020-01-01 23:00:00,1.5609,15.6827,8.7079,0.8068,260.5157,197.3784,34.8002,984.7189,490.7362,3283.9119,0.8068,190.923,190.923,190.923,190.923,190.923,190.923
2020-01-01 23:30:00,1.5548,15.6587,8.9031,0.7486,256.7686,196.7671,34.3205,981.4309,486.4576,3289.2932,0.7486,194.8489,194.8489,194.8489,194.8489,194.8489,194.8489
2020-01-02 00:00:00,1.5286,15.3525,8.8979,0.7214,251.8532,196.3069,33.9823,987.6508,482.1841,3289.6912,0.7214,222.0062,222.0062,222.0062,222.0062,222.0062,222.0062
2020-01-02 00:30:00,1.521,15.1933,8.8019,0.6893,250.2245,197.1229,33.7326,988.6303,482.1179,3285.0643,0.6893,227.8487,227.8487,227.8487,227.8487,227.8487,227.8487
2020-01-02 01:00:00,1.5062,15.1616,8.7907,0.6677,251.4194,195.9305,33.4369,987.6494,483.2151,3298.2676,0.6677,217.5608,217.5608,217.5608,217.5608,217.5608,217.5608
2020-01-02 01:30:00,1.5182,15.1913,8.7452,0.6557,250.7241,195.9924,33.272,983.9825,483.3971,3282.2012,0.6557,246.3182,246.3182,246.3182,246.3182,246.3182,246.3182
2020-01-02 02:00:00,1.4995,15.4241,8.6963,0.6423,251.4783,198.5316,33.3702,985.2607,483.9429,3272.0353,0.6423,253.3452,253.3452,253.3452,253.3452,253.3452,253.3452
2020-01-02 02:30:00,1.5033,15.5653,8.7415,0.6249,250.7987,199.7302,33.4003,984.6874,488.9298,3294.8387,0.6249,241.3596,241.3596,241.3596,241.3596,241.3596,241.3596
2020-01-02 03:00:00,1.5022,15.7774,9.0264,0.6263,250.7716,203.4604,33.5155,989.7514,494.3044,3307.1253,0.6263,249.1944,249.1944,249.1944,249.1944,249.1944,249.1944
2020-01-02 03:30:00,1.5245,16.1312,9.1784,0.6252,253.7278,208.293,33.8523,992.6999,500.4474,3320.6325,0.6252,244.1619,244.1619,244.1619,244.1619,244.1619,244.1619
2020-01-02 04:00:00,1.554,17.0744,9.3832,0.6367,259.6228,216.166,34.6785,999.8116,516.8536,3376.4853,0.6367,246.5016,246.5016,246.5016,246.5016,246.5016,246.5016
2020-01-02 04:30:00,1.6032,18.0181,9.7963,0.6405,265.3094,222.8845,35.387,1013.3481,531.435,3416.4983,0.6405,224.2062,224.2062,224.2062,224.2062,224.2062,224.2062
2020-01-02 05:00:00,1.6935,19.708,10.3322,0.6762,273.8544,235.8643,37.0379,1042.8427,559.3103,3460.6924,0.6762,225.2587,225.2587,225.2587,225.2587,225.2587,225.2587
2020-01-02 05:30:00,1.7667,21.5087,10.6988,0.697,284.4436,244.6814,38.41,1071.0453,585.3478,3477.576,0.697,224.314,224.314,224.314,224.314,224.314,224.314
2020-01-02 06:00:00,1.9223,23.8582,11.6517,0.7305,304.3766,261.7797,40.4884,1114.7262,634.1448,3532.4786,0.7305,223.6515,223.6515,223.6515,223.6515,223.6515,223.6515
2020-01-02 06:30:00,2.0384,25.6065,12.1577,0.7715,313.6047,273.0528,41.8998,1143.1161,664.4964,3578.183,0.7715,235.2197,235.2197,235.2197,235.2197,235.2197,235.2197
2020-01-02 07:00:00,2.1825,27.8014,12.4809,0.7916,322.6117,283.1326,42.7196,1163.0959,698.9914,3624.698,0.7916,201.7936,201.7936,201.7936,201.7936,201.7936,201.7936
2020-01-02 07:30:00,2.3019,28.4635,12.1417,0.8085,323.302,286.3039,42.6902,1173.9695,724.3755,3645.7279,0.8085,209.575,209.575,209.575,209.575,209.575,209.575
2020-01-02 08:00:00,2.4722,29.5908,10.3527,0.8235,319.2785,290.0143,43.4923,1180.5997,755.3093,3610.1508,0.8235,162.262,162.262,162.262,162.262,162.262,162.262
2020-01-02 08:30:00,2.5671,30.6128,8.7314,0.804,311.3291,291.6048,43.8763,1181.3254,763.0898,3578.96,0.804,179.4236,179.4236,179.4236,179.4236,179.4236,179.4236
2020-01-02 09:00:00,2.7083,30.9178,8.2771,0.7704,305.2003,295.5756,44.257,1185.065,772.178,3593.1316,0.7704,168.7497,168.7497,168.7497,168.7497,168.7497,168.7497
2020-01-02 09:30:00,2.7859,31.5418,7.0602,0.7437,302.2768,295.9611,44.7959,1178.9156,779.5154,3583.416,0.7437,169.9349,169.9349,169.9349,169.9349,169.9349,169.9349
2020-01-02 10:00:00,2.8246,32.2545,5.7716,0.7519,300.9205,296.3367,45.1785,1171.5084,785.8947,3577.319,0.7519,171.9831,171.9831,171.9831,171.9831,171.9831,171.9831
2020-01-02 10:30:00,2.8644,32.6072,5.5436,0.7303,301.7532,296.6203,45.4343,1178.5802,789.1546,3609.0483,0.7303,174.5397,174.5397,174.5397,174.5397,174.5397,174.5397
2020-01-02 11:00:00,2.8183,32.443,5.3675,0.7294,298.6814,296.6312,44.9482,1178.7101,794.4945,3619.6662,0.7294,151.9504,151.9504,151.9504,151.9504,151.9504,151.9504
2020-01-02 11:30:00,2.7996,32.626,5.0469,0.7148,298.5702,297.8633,45.0871,1173.5468,798.9385,3677.4826,0.7148,170.3283,170.3283,170.3283,170.3283,170.3283,170.3283
2020-01-02 12:00:00,2.7431,32.4284,5.042,0.7033,296.0575,299.6062,45.0089,1174.398,797.0099,3680.7608,0.7033,165.4988,165.4988,165.4988,165.4988,165.4988,165.4988
2020-01-02 12:30:00,2.7739,32.8601,5.0655,0.7042,296.8087,301.6564,45.0539,1179.1784,805.4304,3718.4558,0.7042,149.7499,149.7499,149.7499,149.7499,149.7499,149.7499
2020-01-02 13:00:00,2.7791,32.7744,4.8964,0.6955,298.8833,301.6135,45.1158,1185.9631,807.0746,3686.7325,0.6955,171.799,171.799,171.799,171.799,171.799,171.799
2020-01-02 13:30:00,2.76,31.9816,4.9063,0.6772,299.0365,303.9513,45.3359,1188.5665,809.0104,3682.951,0.6772,147.3637,147.3637,147.3637,147.3637,147.3637,147.3637
2020-01-02 14:00:00,2.7382,31.6338,5.0403,0.6593,295.002,304.1052,45.3033,1190.1978,812.1795,3675.1918,0.6593,168.1359,168.1359,168.1359,168.1359,168.1359,168.1359
2020-01-02 14:30:00,2.7031,31.0492,5.0649,0.6692,299.3263,305.4117,45.1593,1196.5735,800.2812,3657.0035,0.6692,167.7987,167.7987,167.7987,167.7987,167.7987,167.7987
2020-01-02 15:00:00,2.653,30.505,5.5185,0.6848,308.5413,306.6906,44.7074,1202.1018,789.722,3659.533,0.6848,197.1274,197.1274,197.1274,197.1274,197.1274,197.1274
2020-01-02 15:30:00,2.5814,29.8385,6.7481,0.7205,321.811,309.3109,44.6899,1207.0421,782.0936,3704.5126,0.7205,152.3761,152.3761,152.3761,152.3761,152.3761,152.3761
2020-01-02 16:00:00,2.5504,29.4147,8.0915,0.7806,329.1791,308.5021,44.8817,1210.8331,773.6522,3732.686,0.7806,169.6152,169.6152,169.6152,169.6152,169.6152,169.6152
2020-01-02 16:30:00,2.5017,28.7379,9.1354,0.8557,336.0508,306.2152,45.0408,1210.9983,759.763,3770.4902,0.8557,176.4116,176.4116,176.4116,176.4116,176.4116,176.4116
2020-01-02 17:00:00,2.4783,27.8794,9.7362,0.9749,339.9336,301.3584,45.9628,1211.4769,743.1466,3794.4114,0.9749,205.9845,205.9845,205.9845,205.9845,205.9845,205.9845
2020-01-02 17:30:00,2.4089,26.708,10.009,1.0623,338.3921,295.3918,45.5099,1197.1939,716.4889,3778.8604,1.0623,211.8081,211.8081,211.8081,211.8081,211.8081,211.8081
2020-01-02 18:00:00,2.2967,24.9812,9.9171,1.0781,332.6115,281.4445,44.6861,1176.0386,650.0452,3778.2903,1.0781,220.7511,220.7511,220.7511,220.7511,220.7511,220.7511
2020-01-02 18:30:00,2.2174,24.437,9.5104,1.1019,331.8186,276.461,44.1574,1166.6629,637.2463,3778.2371,1.1019,206.2639,206.2639,206.2639,206.2639,206.2639,206.2639
2020-01-02 19:00:00,2.1199,23.5975,9.4396,1.1042,329.9806,269.9797,43.4135,1152.8518,628.8553,3787.3415,1.1042,226.3468,226.3468,226.3468,226.3468,226.3468,226.3468
2020-01-02 19:30:00,2.0642,23.1902,9.4318,1.0928,327.7879,265.4075,42.8146,1151.7211,619.9418,3758.5456,1.0928,203.2643,203.2643,203.2643,203.2643,203.2643,203.2643
2020-01-02 20:00:00,2.0025,22.4889,9.2894,1.0748,322.3235,261.2004,42.1292,1139.261,610.1637,3807.237,1.0748,224.8657,224.8657,224.8657,224.8657,224.8657,224.8657
2020-01-02 20:30:00,1.9573,21.9611,8.8297,1.065,320.8393,255.6335,41.6642,1133.3159,604.1952,3802.12,1.065,205.7569,205.7569,205.7569,205.7569,205.7569,205.7569
2020-01-02 21:00:00,1.8862,21.1881,8.889,1.035,313.4696,249.1085,40.9312,1126.7483,589.9868,3793.5164,1.035,205.8931,205.8931,205.8931,205.8931,205.8931,205.8931
2020-01-02 21:30:00,1.8011,20.3971,8.7216,0.9889,311.3503,244.5998,40.266,1124.272,586.171,3786.5094,0.9889,219.5856,219.5856,219.5856,219.5856,219.5856,219.5856
2020-01-02 22:00:00,1.7214,19.447,8.3478,0.9223,304.726,238.5418,38.7613,1117.0759,577.6667,3767.4585,0.9223,218.8787,218.8787,218.8787,218.8787,218.8787,218.8787
2020-01-02 22:30:00,1.6757,18.7294,8.2362,0.8687,297.1966,235.8287,37.9633,1103.6263,570.109,3754.8076,0.8687,212.4275,212.4275,212.4275,212.4275,212.4275,212.4275
2020-01-02 23:00:00,1.6391,18.1135,8.1016,0.8138,293.7297,231.3216,37.06,1101.018,561.5734,3734.1255,0.8138,204.4883,204.4883,204.4883,204.4883,204.4883,204.4883
2020-01-02 23:30:00,1.6079,17.6529,8.1882,0.7544,290.7268,228.8252,36.5633,1097.9743,560.6431,3700.8686,0.7544,208.0776,208.0776,208.0776,208.0776,208.0776,208.0776
