,A1,A10,A6,E1,E19P,E19S,E19V,E20P,E20S,E20T,RES,S19,S1M,S1S,S20,S9M,STBY
2020-01-01 05:00:00,1.6194,16.9672,9.0353,0.6752,261.4018,196.4867,35.2112,942.2096,485.4927,3324.8359,0.6752,182.353,182.353,182.353,182.353,182.353,182.353
2020-01-01 05:30:00,1.6314,17.5311,9.2587,0.6949,263.7445,199.5157,36.0302,947.2486,490.6336,3270.7828,0.6949,201.5661,201.5661,201.5661,201.5661,201.5661,201.5661
2020-01-01 06:00:00,1.6808,18.1858,9.6006,0.7066,269.3698,205.3624,37.2152,959.3141,501.9966,3276.5415,0.7066,182.3701,182.3701,182.3701,182.3701,182.3701,182.3701
2020-01-01 06:30:00,1.6884,18.5799,9.6377,0.7151,266.9074,208.1029,37.783,965.4461,507.6404,3299.8356,0.7151,200.8115,200.8115,200.8115,200.8115,200.8115,200.8115
2020-01-01 07:00:00,1.6876,18.9021,9.4969,0.7369,266.3108,209.0547,37.9229,963.1696,509.7069,3258.9719,0.7369,175.3508,175.3508,175.3508,175.3508,175.3508,175.3508
2020-01-01 07:30:00,1.6281,18.5535,8.6886,0.7561,264.6134,205.7892,37.4988,951.0278,509.9289,3182.5244,0.7561,196.3335,196.3335,196.3335,196.3335,196.3335,196.3335
2020-01-01 08:00:00,1.6184,18.3147,7.1399,0.7776,257.3391,204.9535,37.5304,940.4336,512.0146,3151.3754,0.7776,174.0417,174.0417,174.0417,174.0417,174.0417,174.0417
2020-01-01 08:30:00,1.6031,18.2092,5.6473,0.7767,246.9569,201.939,37.7142,923.5289,509.2828,3125.1653,0.7767,193.6906,193.6906,193.6906,193.6906,193.6906,193.6906
2020-01-01 09:00:00,1.609,18.6236,4.8443,0.7787,236.9878,200.2707,38.1539,911.5903,509.6069,3107.6943,0.7787,178.5041,178.5041,178.5041,178.5041,178.5041,178.5041
2020-01-01 09:30:00,1.6133,18.7854,4.3854,0.7821,234.6027,198.8626,38.5399,899.4608,512.9399,3081.4453,0.7821,190.5376,190.5376,190.5376,190.5376,190.5376,190.5376
2020-01-01 10:00:00,1.6542,19.1889,3.8902,0.7813,233.1601,200.3966,38.5835,902.2017,514.5031,3065.0941,0.7813,165.5863,165.5863,165.5863,165.5863,165.5863,165.5863
2020-01-01 10:30:00,1.6625,19.31,3.6267,0.7857,235.4993,201.2246,38.6641,907.7638,517.0476,3074.6789,0.7857,197.9015,197.9015,197.9015,197.9015,197.9015,197.9015
2020-01-01 11:00:00,1.6701,19.4242,4.071,0.8133,233.9224,202.822,38.7001,906.4734,518.9557,3067.6511,0.8133,189.8063,189.8063,189.8063,189.8063,189.8063,189.8063
2020-01-01 11:30:00,1.6801,19.5848,3.7292,0.8106,235.6814,203.0343,38.6259,913.8516,517.902,3060.1749,0.8106,178.518,178.518,178.518,178.518,178.518,178.518
2020-01-01 12:00:00,1.6848,19.7496,3.6567,0.783,234.4652,202.9708,38.7417,913.7392,518.0054,3071.1166,0.783,167.49,167.49,167.49,167.49,167.49,167.49
2020-01-01 12:30:00,1.6694,19.8418,4.1299,0.7736,237.1919,205.3016,38.6864,922.9553,521.0971,3060.7356,0.7736,196.5712,196.5712,196.5712,196.5712,196.5712,196.5712
2020-01-01 13:00:00,1.6616,19.8596,3.761,0.7516,236.0421,205.2819,38.7404,926.8812,524.3825,3061.2247,0.7516,178.8312,178.8312,178.8312,178.8312,178.8312,178.8312
2020-01-01 13:30:00,1.666,19.9019,3.6087,0.7435,238.4939,206.8683,38.542,933.6979,526.6135,3074.3374,0.7435,159.3013,159.3013,159.3013,159.3013,159.3013,159.3013
2020-01-01 14:00:00,1.6867,19.6932,4.5049,0.7666,245.1247,209.2859,38.624,946.9828,528.1167,3094.1011,0.7666,171.7763,171.7763,171.7763,171.7763,171.7763,171.7763
2020-01-01 14:30:00,1.6805,19.7885,5.1521,0.7782,247.4173,212.2624,38.7465,957.5839,529.355,3068.9644,0.7782,183.2721,183.2721,183.2721,183.2721,183.2721,183.2721
2020-01-01 15:00:00,1.6857,19.7193,5.2934,0.8035,255.4127,213.8241,38.7345,974.1298,528.7359,3065.6056,0.8035,163.5286,163.5286,163.5286,163.5286,163.5286,163.5286
2020-01-01 15:30:00,1.7,19.8246,5.7187,0.837,260.9321,215.2725,38.8228,984.0885,530.2577,3108.7469,0.837,169.5066,169.5066,169.5066,169.5066,169.5066,169.5066
2020-01-01 16:00:00,1.7331,19.8516,7.2575,0.8694,269.536,217.3675,39.0761,995.9224,529.9884,3169.1812,0.8694,154.1538,154.1538,154.1538,154.1538,154.1538,154.1538
2020-01-01 16:30:00,1.7697,20.2457,8.0908,0.9609,277.6254,220.6966,39.8792,1001.5012,527.3611,3213.9627,0.9609,178.1554,178.1554,178.1554,178.1554,178.1554,178.1554
2020-01-01 17:00:00,1.8926,20.6655,8.2913,1.0463,284.1735,223.6627,41.2452,1010.8535,525.639,3290.1629,1.0463,211.1824,211.1824,211.1824,211.1824,211.1824,211.1824
2020-01-01 17:30:00,1.888,20.5033,8.6666,1.1074,284.5724,222.9397,41.2612,1009.5193,523.2862,3294.771,1.1074,204.823,204.823,204.823,204.823,204.823,204.823
2020-01-01 18:00:00,1.8581,19.8539,8.5725,1.1352,282.9175,217.6628,40.4553,1000.8604,508.8847,3271.4459,1.1352,196.5442,196.5442,196.5442,196.5442,196.5442,196.5442
2020-01-01 18:30:00,1.8531,19.4592,8.3827,1.1378,282.4602,216.6438,40.1056,998.7794,504.4959,3287.3209,1.1378,207.4564,207.4564,207.4564,207.4564,207.4564,207.4564
2020-01-01 19:00:00,1.8244,19.0722,8.5372,1.0972,280.3265,215.4343,39.761,998.1394,501.5084,3298.8895,1.0972,201.314,201.314,201.314,201.314,201.314,201.314
2020-01-01 19:30:00,1.8094,18.7462,9.275,1.0588,277.8787,214.1798,39.1496,996.0935,499.5683,3301.9139,1.0588,205.3808,205.3808,205.3808,205.3808,205.3808,205.3808
2020-01-01 20:00:00,1.7749,18.3901,9.0916,1.0433,274.9167,210.9818,38.8313,996.6073,499.3997,3297.6611,1.0433,202.4998,202.4998,202.4998,202.4998,202.4998,202.4998
2020-01-01 20:30:00,1.7476,18.1752,8.9019,1.0288,274.3563,209.0569,38.3002,996.1827,497.8826,3291.3147,1.0288,201.0705,201.0705,201.0705,201.0705,201.0705,201.0705
2020-01-01 21:00:00,1.7017,17.5969,8.8368,0.9848,271.228,206.7622,37.608,994.6174,494.9584,3285.2166,0.9848,225.0914,225.0914,225.0914,225.0914,225.0914,225.0914
2020-01-01 21:30:00,1.6546,17.0853,9.0696,0.946,269.2317,205.0842,37.2131,998.4613,491.7268,3283.7327,0.946,181.0981,181.0981,181.0981,181.0981,181.0981,181.0981
2020-01-01 22:00:00,1.6216,16.4417,8.8846,0.8904,263.7262,202.0863,36.4595,993.732,493.3047,3309.4171,0.8904,208.0752,208.0752,208.0752,208.0752,208.0752,208.0752
2020-01-01 22:30:00,1.5874,16.1954,8.7587,0.8504,259.8935,199.4727,35.6149,985.0796,493.0318,3304.0821,0.8504,212.4668,212.4668,212.4668,212.4668,212.4668,212.4668
2020-01-01 23:00:00,1.5609,15.6827,8.7079,0.8068,260.5157,197.3784,34.8002,984.7189,490.7362,3283.9119,0.8068,190.923,190.923,190.923,190.923,190.923,190.923
2020-01-01 23:30:00,1.5548,15.6587,8.9031,0.7486,256.7686,196.7671,34.3205,981.4309,486.4576,3289.2932,0.7486,194.8489,194.8489,194.8489,194.8489,194.8489,194.8489
